Step,Date,Reward,CumulativeReward,Cash_after,AAPL_return,AAPL_weight,AAPL_close,GOOG_return,GOOG_weight,GOOG_close,MSFT_return,MSFT_weight,MSFT_close
0,2023-01-18,-0.008584659546613693,-0.008584659546613693,9914.153404533863,-0.005370073951780796,0.36666667461395264,133.48094177246094,-0.004123426042497158,0.36666667461395264,91.23766326904297,-0.018888909369707108,0.2666666805744171,231.11404418945312
1,2023-01-19,0.005739501211792231,-0.0028451583348214626,9971.05570001308,0.0004439970070961863,0.3933333456516266,133.5402069091797,0.023207783699035645,0.3933333456516266,93.35508728027344,-0.01645406149327755,0.2133333534002304,227.311279296875
2,2023-01-20,0.03773932531476021,0.034894166979938745,10347.356614807468,0.019220514222979546,0.41466668248176575,136.10691833496094,0.057182446122169495,0.41466668248176575,98.693359375,0.035743534564971924,0.1706666797399521,235.43618774414062
3,2023-01-23,0.019845960661768913,0.05474012764170766,10552.70984713823,0.023500367999076843,0.4317333400249481,139.30548095703125,0.019439876079559326,0.4317333400249481,100.61194610595703,0.009824397973716259,0.13653334975242615,237.74920654296875
4,2023-01-24,-0.0045896973460912704,0.05015043029561639,10504.27610275875,0.010063175112009048,0.445386677980423,140.70733642578125,-0.019760895520448685,0.445386677980423,98.62376403808594,-0.002226154087111354,0.10922668129205704,237.21994018554688
5,2023-01-25,-0.014089682139456272,0.036060748156160116,10356.274191365792,-0.004700806457549334,0.45630934834480286,140.0458984375,-0.024997420608997345,0.45630934834480286,96.1584243774414,-0.0059081027284264565,0.08738134801387787,235.81842041015625
6,2023-01-26,0.02069655805826187,0.05675730621442199,10570.613421434673,0.014803474768996239,0.4650474786758423,142.1190643310547,0.025121478363871574,0.4650474786758423,98.57406616210938,0.030713582411408424,0.06990507990121841,243.06124877929688
7,2023-01-27,0.01386012602597475,0.07061743224039674,10717.123455627618,0.013684256002306938,0.4720379710197449,144.06385803222656,0.015631215646862984,0.4720379710197449,100.11489868164062,0.000645353167783469,0.05592406541109085,243.21810913085938
8,2023-01-30,-0.023673351854085922,0.046944080386310816,10463.413221198867,-0.020078126341104507,0.4776303768157959,141.17132568359375,-0.027405492961406708,0.4776303768157959,97.37120056152344,-0.021961672231554985,0.0447392538189888,237.8766326904297
9,2023-01-31,0.014542361721396446,0.06148644210770726,10615.575961101984,0.009020943194627762,0.4821043014526367,142.44482421875,0.019601982086896896,0.4821043014526367,99.27986907958984,0.021012691780924797,0.03579140454530716,242.87506103515625
10,2023-02-01,0.011987436562776566,0.07347387867048383,10742.829504513029,0.00790079403668642,0.4856834411621094,143.57025146484375,0.015620298683643341,0.4856834411621094,100.83065032958984,0.019934585317969322,0.028633123263716698,247.7166748046875
11,2023-02-02,0.05467335879802704,0.12814723746851087,11330.176076519301,0.03706273436546326,0.488546758890152,148.891357421875,0.0726609081029892,0.488546758890152,108.15709686279297,0.046884261071681976,0.022906498983502388,259.3306884765625
12,2023-02-03,-0.004611809737980366,0.1235354277305305,11277.923460156577,0.02439980022609234,0.4908373951911926,152.52427673339844,-0.03290440887212753,0.4908373951911926,104.59825134277344,-0.023620376363396645,0.018325200304389,253.2052001953125
13,2023-02-06,-0.017120370641350746,0.10641505708917975,11084.84123045391,-0.017928974702954292,0.4926699101924896,149.7896728515625,-0.016631774604320526,0.4926699101924896,102.85859680175781,-0.006116045638918877,0.014660160057246685,251.65658569335938
14,2023-02-07,0.031824178993701935,0.1382392360828817,11437.607201888643,0.01924481987953186,0.49413594603538513,152.67234802246094,0.044167425483465195,0.49413594603538513,107.40159606933594,0.042022205889225006,0.011728129349648952,262.23175048828125
15,2023-02-08,-0.04563434049487114,0.09260489558801055,10915.659540391065,-0.017652729526162148,0.4953087568283081,149.97726440429688,-0.07441689074039459,0.4953087568283081,99.40910339355469,-0.0031020119786262512,0.009382504038512707,261.4183044433594
16,2023-02-09,-0.026048796251416206,0.06655609933659434,10631.319749073591,-0.006911346223205328,0.49624699354171753,148.9407196044922,-0.04540010541677475,0.49624699354171753,94.89591979980469,-0.011659957468509674,0.007506003137677908,258.37017822265625
17,2023-02-10,-0.0019165030680596828,0.06463959626853466,10610.944792156968,0.0024560035672038794,0.496997594833374,149.3065185546875,-0.006285315379500389,0.496997594833374,94.29946899414062,-0.0019722962751984596,0.006004802417010069,257.860595703125
18,2023-02-13,0.010241386480629444,0.0748809827491641,10719.61557869807,0.018806632608175278,0.4975980818271637,152.11447143554688,0.0014758066972717643,0.4975980818271637,94.43863677978516,0.03124263323843479,0.004803841933608055,265.9168395996094
19,2023-02-14,-0.002355457516387105,0.072525525232777,10694.365979610446,-0.0042250086553394794,0.49807846546173096,151.47178649902344,-0.000526325951796025,0.49807846546173096,94.38893127441406,0.0031330466736108065,0.0038430735003203154,266.7499694824219
20,2023-02-15,0.01819203980267048,0.09071756503544748,10888.918311175845,0.013903598301112652,0.4984627664089203,153.57778930664062,0.02264353074133396,0.4984627664089203,96.52622985839844,-0.007993032224476337,0.0030744588002562523,264.6178283691406
21,2023-02-16,-0.012048349715769291,0.07866921531967819,10757.724815336354,-0.010429340414702892,0.49877020716667175,151.97607421875,-0.013594257645308971,0.49877020716667175,95.21402740478516,-0.026622658595442772,0.002459567040205002,257.572998046875
22,2023-02-17,-0.009996984153985977,0.06867223116569221,10650.180010824495,-0.007546659093350172,0.4990161657333374,150.82916259765625,-0.012424224987626076,0.4990161657333374,94.03106689453125,-0.015601614490151405,0.0019676536321640015,253.554443359375
23,2023-02-21,-0.02675752528011799,0.04191470588557422,10365.207549947052,-0.02668001316487789,0.49921295046806335,146.80503845214844,-0.026852762326598167,0.49921295046806335,91.50607299804688,-0.02088657207787037,0.0015741230454295874,248.25856018066406
24,2023-02-22,8.392793097300455e-05,0.041998633816547226,10366.077480370825,0.0028961601201444864,0.49937036633491516,147.23020935058594,-0.002715884242206812,0.49937036633491516,91.25755310058594,-0.004591185133904219,0.0012592984130606055,247.11875915527344
25,2023-02-23,-0.0023155524395406246,0.0396830813770066,10342.074284372684,0.0032906413543969393,0.4994962811470032,147.71469116210938,-0.007952054962515831,0.4994962811470032,90.53186798095703,0.012961884960532188,0.0010074387537315488,250.32188415527344
26,2023-02-24,-0.018448960036039352,0.02123412134096725,10151.273769210542,-0.01800554245710373,0.4995970129966736,145.0550079345703,-0.018886595964431763,0.4995970129966736,88.82202911376953,-0.02178439125418663,0.0008059510146267712,244.8687744140625
27,2023-02-27,0.008317755535244942,0.02955187687621219,10235.70958279418,0.008247666992247105,0.4996776282787323,146.25137329101562,0.008394031785428524,0.4996776282787323,89.5676040649414,0.0037718131206929684,0.0006447609048336744,245.79237365722656
28,2023-02-28,-0.0006154118455015123,0.02893646503071068,10229.410405869814,-0.0034477757290005684,0.4997420907020569,145.74713134765625,0.0022196280770003796,0.4997420907020569,89.76641082763672,-0.0029582357965409756,0.0005158087587915361,245.0652618408203
29,2023-03-01,-0.005963027011603117,0.02297343801910756,10168.412155306838,-0.014245969243347645,0.49979367852211,143.6708221435547,0.0023256263229995966,0.49979367852211,89.97517395019531,-0.012629293836653233,0.0004126470012124628,241.9702606201172
30,2023-03-02,0.012010612525045872,0.03498405054415343,10290.541013699196,0.004128993954509497,0.49983495473861694,144.2640380859375,0.019887348636984825,0.49983495473861694,91.76454162597656,0.019653338938951492,0.0003301176184322685,246.7257843017578
31,2023-03-03,0.026804545894265175,0.06178859643841861,10566.374292577713,0.03509010747075081,0.4998679757118225,149.32627868652344,0.018524477258324623,0.4998679757118225,93.46443176269531,0.016645926982164383,0.0002640940947458148,250.832763671875
32,2023-03-06,0.017563432455062866,0.07935202889348147,10751.956093760315,0.018539486452937126,0.499894380569458,152.09471130371094,0.01659228838980198,0.499894380569458,95.01522064208984,0.006189161445945501,0.00021127528452780098,252.3852081298828
33,2023-03-07,-0.014623668976128101,0.06472835991735337,10594.723046999301,-0.014496454037725925,0.4999155104160309,149.88987731933594,-0.014752162620425224,0.4999155104160309,93.61354064941406,-0.010589035227894783,0.00016902023344300687,249.7126922607422
34,2023-03-08,0.006736058741807938,0.07146441865916131,10666.089723797075,0.008377223275601864,0.4999324083328247,151.14553833007812,0.005097263026982546,0.4999324083328247,94.09071350097656,-0.0017706506187096238,0.0001352161925751716,249.27053833007812
35,2023-03-09,-0.01796838641166687,0.05349603224749444,10474.43730213838,-0.014914682134985924,0.4999459385871887,148.89125061035156,-0.02102474495768547,0.4999459385871887,92.11248016357422,-0.0054394556209445,0.00010817295697052032,247.91464233398438
36,2023-03-10,-0.01584291085600853,0.03765312139148591,10308.491725693752,-0.013878832571208477,0.49995675683021545,146.82481384277344,-0.0178071279078722,0.49995675683021545,90.47222137451172,-0.014782794751226902,8.653836994199082e-05,244.24977111816406
37,2023-03-13,0.010204855352640152,0.04785797674412606,10413.688392658343,0.013266148045659065,0.4999653995037079,148.77261352539062,0.007142040878534317,0.4999653995037079,91.11837768554688,0.021440913900732994,6.923070031916723e-05,249.48670959472656
38,2023-03-14,0.021173132583498955,0.06903110932762502,10634.178797679342,0.01408908050507307,0.49997231364250183,150.86868286132812,0.028256557881832123,0.49997231364250183,93.69306945800781,0.027055855840444565,5.538456025533378e-05,256.2367858886719
39,2023-03-15,0.013512704521417618,0.08254381384904264,10777.875313600307,0.0026216378901153803,0.49997785687446594,151.2642059326172,0.024403410032391548,0.49997785687446594,95.97949981689453,0.01783021166920662,4.430764965945855e-05,260.8055419921875
40,2023-03-16,0.03275464475154877,0.1152984586005914,11130.900790673772,0.018693765625357628,0.4999822974205017,154.09190368652344,0.04681498184800148,0.4999822974205017,100.4727783203125,0.04053661599755287,3.544611899997108e-05,271.3777160644531
41,2023-03-17,0.004149638582020998,0.1194480971826124,11177.0900060474,-0.005453942343592644,0.49998584389686584,153.25149536132812,0.013752805069088936,0.49998584389686584,101.85456085205078,0.011694342829287052,2.835689519997686e-05,274.5513000488281
42,2023-03-20,0.005154885817319155,0.12460298299993156,11234.706628798473,0.015483960509300232,0.4999886751174927,155.6244354248047,-0.005172775126993656,0.4999886751174927,101.32769012451172,-0.02576669491827488,2.268551725137513e-05,267.4770202636719
43,2023-03-21,0.02515147067606449,0.14975445367599605,11517.276023126884,0.011944010853767395,0.49999094009399414,157.48321533203125,0.03835964575409889,0.49999094009399414,105.21458435058594,0.005693757440894842,1.8148413801100105e-05,268.9999694824219
44,2023-03-22,-0.012204607017338276,0.13754984665865777,11376.712195354408,-0.00910334661602974,0.4999927580356598,156.04959106445312,-0.015306055545806885,0.4999927580356598,103.60416412353516,-0.005442339926958084,1.4518731404677965e-05,267.5359802246094
45,2023-03-23,0.013271808624267578,0.15082165528292535,11527.701742384523,0.0069694858975708485,0.4999942183494568,157.13717651367188,0.019573986530303955,0.4999942183494568,105.63211059570312,0.01972174271941185,1.1614984941843431e-05,272.812255859375
46,2023-03-24,0.0032116989605128765,0.15403335424343823,11564.725250087642,0.00830547884106636,0.4999953806400299,158.44227600097656,-0.0018822120036929846,0.4999953806400299,105.43328857421875,0.01048043742775917,9.291988135373686e-06,275.67144775390625
47,2023-03-27,-0.020289456471800804,0.13374389777163742,11330.083260517653,-0.012293145060539246,0.4999963045120239,156.49452209472656,-0.028285842388868332,0.4999963045120239,102.45101928710938,-0.014933796599507332,7.433590781147359e-06,271.55462646484375
48,2023-03-28,-0.010237893089652061,0.12350600468198536,11214.087079399616,-0.003980587236583233,0.4999970495700836,155.87158203125,-0.016495265066623688,0.4999970495700836,100.76106262207031,-0.004161131102591753,5.946872533968417e-06,270.4246520996094
