Date,MSFT_Open,MSFT_High,MSFT_Low,MSFT_Close,MSFT_Volume,GOOG_Open,GOOG_High,GOOG_Low,GOOG_Close,GOOG_Volume,AAPL_Open,AAPL_High,AAPL_Low,AAPL_Close,AAPL_Volume
2020-07-13,205.49019605487905,206.7548760681711,197.84467703569644,198.3907928466797,38135600,77.04205233303966,78.39063409351432,74.81742939757599,75.12047576904297,36928000,94.54828649886588,97.16315436612253,92.59685836455569,92.81071472167967,191649200
2020-07-14,197.49020560640847,200.09619982171807,193.56204847648868,199.61715698242188,37591800,74.07518931359142,75.69754197004247,73.73670145633712,75.57974243164062,31700000,92.19101893190584,94.5385664194736,91.25540846734508,94.34658813476562,170989200
2020-07-15,200.77640828518983,202.4722238254376,196.4362818534303,199.3201141357422,32179400,75.70650102391009,76.31289720491674,74.45742530734371,75.23480224609375,32214000,96.22511199118148,96.47541947180446,93.79493939627932,94.99544525146484,153198000
2020-07-16,196.7907652486972,197.07819383626625,193.8302844209537,195.372802734375,29940700,74.55682416155821,75.48580382882268,73.87636724149891,75.45150756835938,30386000,93.8654370047039,94.68440416167095,93.22630028586973,93.82655334472656,110577600
2020-07-17,195.89974096762973,196.4458420939791,192.9488359092776,194.3763885498047,31635300,75.63143104627775,75.72188913164872,74.47828196166768,75.32971954345703,29134000,94.27855494560396,94.43408214536429,93.16309912532118,93.6369857788086,92186800
2020-07-20,196.4075702484774,203.4015988445858,194.5009744255824,202.7309417724609,36884800,75.31531586718292,78.05056018855623,74.73576064024856,77.82341003417969,31146000,93.72447392303611,95.74880452196624,93.37938613595313,95.61028289794922,90318000
2020-07-21,204.7045699499503,204.9728327446712,199.3105434190192,200.0003662109375,37990400,78.88061982081402,78.88061982081402,77.25477848221965,77.46055603027344,24324000,96.4025235355618,96.47785829760365,94.04039532290808,94.29070281982422,103433200
2020-07-22,200.4315275640437,203.4015991120812,199.65548047819087,202.8746490478516,49605700,77.56394514031136,78.03613680795574,76.84819846820074,77.9610824584961,18640000,93.99177834386008,95.23845801277096,93.9042956943986,94.55558013916016,89001600
2020-07-23,198.50578178831807,202.07943741473576,193.67702159409757,194.05067443847656,67457000,77.88554214264798,78.12908958473479,74.92423975381418,75.33618927001953,32552000,94.288276019151,94.36604333190014,89.44008553110294,90.25176239013672,197004400
2020-07-24,192.01952034770355,194.35725162565268,189.23148765379403,192.86264038085935,39827000,74.50364758790789,75.43341608136954,73.98025415989288,75.14682006835938,30880000,88.44611549067893,90.37324016307326,86.65507244466046,90.02815246582031,185438800
2020-07-27,193.0255222872974,195.4207364769753,192.4410894402469,195.30577087402344,30160900,75.33220975626485,76.59321538006152,75.31282425496016,76.05789947509766,24920000,91.09260583305284,92.25422825579042,90.86903406529392,92.16188049316406,121214000
2020-07-28,195.0758584701724,196.1201685271733,193.28424262749832,193.5525054931641,23251400,75.80838822977442,75.87299898743439,74.44051956000557,74.57372283935547,34044000,91.7317046946732,91.90910992424152,90.6429849460899,90.6478500366211,103625600
2020-07-29,194.0123315708133,196.0722097373316,193.54286436977003,195.50694274902344,19632600,74.87095632509876,76.11018741693535,74.62292656637854,75.65131378173828,22130000,91.13149723735484,92.57016307024732,91.09504612171996,92.38546752929688,90329200
2020-07-30,192.57521049122224,195.89019318387903,191.20515506565272,195.3536529541016,25079600,74.40771537798264,76.43914327889114,74.17012918881476,76.12004089355469,33428000,91.55675572597188,93.60782206135195,91.14848849561244,93.50332641601562,158130000
2020-07-31,195.83268148482023,196.5033530683256,190.66860093102648,196.4171142578125,51044000,74.80584024537085,75.00167475573284,72.27189897990974,73.70985412597656,68798000,100.01133514701584,103.4427380109372,98.00886768351042,103.29206848144533,374336800
2020-08-03,202.65427268373517,208.51775194929,201.61953846877375,207.4638519287109,78983000,73.89276837848996,74.08313460895614,72.84896985920153,73.28687286376953,46604000,105.17787905542978,108.519366758299,104.87897253825906,105.89478302001952,308151200
2020-08-04,205.19320244984732,205.7680596890612,201.49499124628,204.3500823974609,49280100,73.39224844568261,73.83909339507412,72.50154676609031,72.815673828125,38070000,106.08431605909598,107.69552155569056,105.36012201007934,106.60194396972656,173071600
2020-08-05,205.8926410842554,205.98845551590816,202.70222810328,204.01480102539065,28806400,73.03089070120413,73.68251964865046,72.74061631509628,73.2451171875,39590000,106.32248498790057,107.30913448125898,105.85588858029786,106.98834991455078,121776800
2020-08-06,203.4399270915792,207.30101154094825,202.68304577244257,207.2818603515625,32656800,73.1526707637032,74.67561582394502,72.86687112672202,74.5617904663086,39908000,107.32126827964392,111.21683419272892,106.73073818870932,110.72107696533205,202428800
2020-08-07,205.8447085853178,206.6590726195856,202.08899995716095,203.57403564453125,27820400,74.5568208619512,75.3940909871806,73.64424610269486,74.28295135498047,31556000,110.24147880055943,110.69917615288762,107.40522480472758,108.2037582397461,198045600
2020-08-10,202.79796736717944,202.99917176588565,197.70095982425147,199.5213165283203,36716500,73.91960476260361,74.75936248586667,73.21876887325952,74.36296844482422,25786000,109.65233223130258,110.79657580812425,107.12039705946748,109.77649688720705,212403600
2020-08-11,198.4770314224895,198.9464840457062,194.62552292567963,194.85546875,36446500,74.18106578085045,75.05387610582981,73.46333190389336,73.57864379882812,29088000,109.03880997711208,109.53789059463465,106.25124256694212,106.5117416381836,187902400
2020-08-12,196.68537831820524,201.4662305288872,196.16801854790077,200.4219207763672,28013100,73.84008619278659,75.17246789136084,73.82368132465425,74.88587188720703,28740000,107.6048585408266,110.30965211624508,107.41009717699764,110.05158996582033,165598000
2020-08-13,200.6614881298683,202.49143547853484,199.42554928673025,199.95249938964844,22588900,75.07076314553568,76.40831722595104,74.95470800463754,75.47386932373047,29104000,111.43442627597456,113.00471686377212,110.94507845537645,111.9992446899414,210082000
2020-08-14,200.00994208877665,200.80515488112695,198.8123351037717,200.14407348632807,17958900,75.33518909412157,75.64534952534594,74.699965058978,74.94103240966797,27096000,111.82394347790164,111.98949137768707,110.08566824114568,111.8994140625,165565200
2020-08-17,200.8147563394942,202.3381090011182,200.16325050116797,201.46624755859372,20184800,75.28598164266558,75.82975404292405,74.95296209759465,75.45050811767578,27566000,113.02418165118854,113.04852867975067,110.97915755635788,111.60726928710938,119561600
2020-08-18,201.70576542532348,203.45906387306437,200.44110000254935,202.6255340576172,21336200,75.85808922324392,77.66186627402821,75.73532195620004,77.46951293945312,40542000,111.35894623327408,112.9633165837108,111.0229765598598,112.53726959228516,105633600
2020-08-19,203.11538292995183,203.701228616939,200.9640776120089,201.3962554931641,27627600,77.20655950305158,78.21904230462894,76.74133026545404,76.91927337646484,33212000,112.94628453517508,114.09539455025546,112.58353829409737,112.67848205566406,145538000
2020-08-20,201.24253011907703,206.48632892012677,200.63748712036835,206.0829620361328,26981500,76.7164854880274,78.8249546059087,76.45553964383154,78.62017059326172,34138000,112.71987050380967,115.29319632845385,112.70282683961904,115.17877197265624,126907200
2020-08-21,205.3915117571103,207.6868712742593,204.42151129871056,204.58477783203125,36249300,78.38556884764117,79.41395612036278,77.93698709894733,78.55406951904297,28930000,116.14040455462136,121.5986783126057,116.12823475555052,121.11420440673828,338054800
2020-08-24,206.28465870337072,206.9857624413079,204.01811028089563,205.2282257080078,25460100,79.22805919226481,80.23160028446152,78.56152703635614,78.9407730102539,28198000,125.3284093838819,125.41362769585427,120.69302357078764,122.56275939941406,345937600
